loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,customer_age,monthly_income,employment_type,credit_score,region,emi_delay_days,loan_status,emi_amount
70894,5567,Credit Card,3592176,18.3,36,38,136807,Self-Employed,730,East,13,Paid,118042.8947
70895,5675,Auto,4729116,8.41,24,42,111697,Salaried,458,East,0,Active,213618.1107
70896,5166,Home,420036,9.88,60,58,35012,Self-Employed,797,North,19,Default,7692.25928
70897,5863,Credit Card,4531635,19.59,36,33,176364,Self-Employed,595,South,7,Default,150538.3971
70898,5076,Home,2729562,10.18,240,23,119156,Self-Employed,768,South,6,Active,12530.96421
70899,6063,Auto,4038560,20.62,24,30,132432,Self-Employed,676,West,2,Active,202971.2947
70900,6277,Credit Card,3371645,8.95,12,37,141242,Salaried,322,West,11,Paid,306117.269
70901,5404,Personal,3025343,21.42,240,38,187310,Salaried,337,East,11,Paid,15305.71446
70902,5780,Personal,3910568,15.56,120,46,25159,Self-Employed,547,West,23,Paid,37658.76984
70903,5177,Auto,3007456,8.36,24,59,170435,Self-Employed,804,South,5,Paid,135786.6384
70904,5550,Credit Card,2302952,15.14,36,28,73088,Salaried,503,South,3,Paid,73656.08147
70905,6261,Auto,1623933,8.35,36,34,151802,Self-Employed,485,West,14,Paid,48875.87238
70906,5495,Home,2454748,15.74,60,47,82106,Salaried,582,North,16,Paid,47352.08892
70907,5611,Personal,4057614,8.6,120,41,33275,Salaried,764,East,2,Paid,36721.4067
70908,5433,Credit Card,2388923,16.06,12,36,101603,Self-Employed,800,North,11,Paid,231048.6695
70909,5126,Auto,4789194,9.97,120,49,74094,Self-Employed,754,East,4,Paid,43888.97201
70910,6228,Auto,4667403,17.42,240,59,93658,Self-Employed,704,East,17,Paid,22835.26918
70911,5389,Credit Card,4949652,18.67,12,22,182332,Self-Employed,808,East,17,Paid,489479.3357
70912,6003,Personal,1449254,8.96,60,46,162954,Salaried,391,East,2,Paid,26318.45264
70913,6307,Auto,947327,16.74,12,23,82797,Salaried,323,West,1,Paid,92159.12832
70914,5666,Home,3658685,17.64,24,30,195942,Self-Employed,839,South,0,Active,179336.5431
70915,5008,Personal,2771087,20.73,240,22,115488,Salaried,303,South,11,Paid,13939.72223
70916,5902,Personal,4841289,14.43,240,44,90102,Self-Employed,660,West,9,Paid,23082.86251
70917,5373,Personal,3925737,19.56,36,49,56179,Salaried,358,West,11,Active,130378.0877
70918,5892,Credit Card,2029087,16.43,12,36,161733,Self-Employed,621,North,13,Paid,196872.1662
70919,5416,Auto,4758813,11.56,36,37,172520,Salaried,586,North,6,Paid,147470.3273
70920,6058,Credit Card,3383031,13.81,240,50,29558,Salaried,833,South,7,Default,16042.61492
70921,5362,Credit Card,79805,15.53,24,23,190436,Self-Employed,459,North,13,Paid,3841.613187
70922,5323,Personal,4686857,10.66,240,59,40340,Salaried,836,East,7,Active,21610.31648
70923,5103,Auto,4711991,18.03,36,24,81818,Self-Employed,631,South,4,Paid,154487.8605
70924,6415,Personal,2400080,13.12,120,43,66925,Salaried,827,East,11,Paid,22624.75413
70925,6069,Home,2510422,10.56,240,30,80288,Self-Employed,362,East,1,Default,11564.67735
70926,6374,Credit Card,1209983,11.89,60,21,147683,Self-Employed,754,West,11,Paid,22564.16631
70927,6433,Credit Card,4015113,14.47,36,46,57433,Self-Employed,310,West,10,Active,127669.4403
70928,5347,Credit Card,2598501,10.71,36,40,62766,Salaried,622,East,10,Paid,79911.12381
70929,6129,Home,3621194,21.7,240,44,191884,Self-Employed,665,South,4,Paid,18362.47124
70930,5477,Home,2768953,8.92,120,25,102095,Self-Employed,852,East,8,Paid,25132.8634
70931,5261,Personal,2171089,16.99,240,22,110977,Salaried,851,West,7,Paid,10583.15425
70932,5732,Credit Card,3195264,14.32,36,43,119059,Self-Employed,721,North,0,Paid,101467.3835
70933,5741,Credit Card,648602,21.53,60,40,144926,Salaried,468,West,0,Active,13137.43351
70934,6417,Personal,1770891,17.43,24,43,171765,Self-Employed,513,South,3,Active,86648.22089
70935,5862,Home,1633136,21.19,120,52,118940,Self-Employed,639,East,5,Active,16493.31265
70936,6305,Auto,3229674,9.76,240,40,61233,Self-Employed,727,South,9,Active,14770.37576
70937,5139,Personal,3357252,20.73,36,51,152392,Self-Employed,623,North,0,Paid,112589.1761
70938,6340,Home,2323768,10.02,60,43,168434,Salaried,709,South,20,Paid,42610.15923
70939,5633,Personal,2497432,13.01,12,35,20921,Self-Employed,498,South,8,Default,235195.6586
70940,5686,Personal,4330012,17.39,12,45,194477,Salaried,617,West,15,Paid,423583.4239
70941,5730,Credit Card,2604878,8.07,240,37,198841,Self-Employed,385,East,26,Active,11729.54856
70942,6190,Home,3911224,19.4,24,55,144011,Salaried,440,South,6,Paid,194583.394
70943,6391,Home,1587962,11.67,240,26,134379,Self-Employed,514,East,25,Default,7388.654856
70944,5142,Credit Card,138171,11.56,36,25,98049,Salaried,415,East,0,Active,4281.765767
70945,6281,Personal,504917,12.67,36,40,146660,Salaried,497,North,3,Default,15802.49955
70946,6340,Credit Card,3563409,18.25,60,28,123556,Self-Employed,300,North,1,Paid,70228.85238
70947,6333,Personal,2874487,11,24,50,128559,Self-Employed,731,West,8,Paid,132945.0238
70948,5130,Home,4705128,16.3,120,42,181898,Salaried,407,South,6,Paid,45600.5322
70949,6014,Personal,2532505,12.67,12,37,190100,Salaried,713,West,7,Paid,237781.1153
70950,6251,Auto,2903497,17.62,60,40,75341,Self-Employed,370,North,20,Active,56918.21952
70951,5086,Credit Card,4100805,18.94,120,56,101511,Self-Employed,764,West,2,Active,40645.81223
70952,6128,Personal,1042688,10.2,36,27,48096,Self-Employed,515,North,6,Active,31917.83822
70953,6063,Auto,2162103,20.97,60,34,94357,Self-Employed,496,North,7,Default,43591.59999
70954,5063,Home,3893339,18.74,24,57,141574,Self-Employed,746,West,0,Active,192622.947
70955,6384,Personal,4268300,21.48,120,29,24501,Self-Employed,417,North,5,Paid,43209.42367
70956,5977,Credit Card,3297728,8.96,240,59,25199,Self-Employed,898,East,19,Active,14971.68512
70957,6219,Auto,2006620,16.43,60,51,86984,Self-Employed,750,North,17,Active,38938.4611
70958,5793,Personal,2860054,15.85,24,57,120541,Salaried,810,South,21,Paid,138057.19
70959,5743,Personal,3198421,14.78,12,59,177513,Salaried,824,North,17,Paid,305928.9687
70960,6423,Auto,362427,14.9,12,26,42432,Salaried,857,East,4,Active,34702.38525
70961,6217,Auto,4995934,12.04,36,53,161360,Salaried,728,South,2,Paid,155484.5682
70962,5795,Home,3920715,10.87,12,54,194962,Salaried,859,North,5,Paid,362241.3934
70963,5100,Auto,4884122,9.14,240,26,188267,Self-Employed,800,West,5,Active,22210.54479
70964,5533,Auto,1463224,11.46,12,21,135678,Salaried,667,West,1,Paid,135909.1225
70965,6344,Home,3932452,10.83,36,39,129025,Self-Employed,306,East,4,Active,121064.9042
70966,5664,Home,1133382,12.09,120,31,100857,Self-Employed,598,North,9,Default,10586.73237
70967,5432,Auto,3156346,17.39,24,48,68894,Salaried,455,North,13,Active,154384.7737
70968,5682,Personal,692494,18.04,12,41,92730,Salaried,835,West,16,Active,68118.32647
70969,6339,Credit Card,3264713,21.39,120,42,184995,Self-Employed,411,West,14,Paid,33025.29259
70970,6198,Auto,4780445,11.66,120,56,108446,Self-Employed,403,West,0,Paid,44482.04073
70971,5516,Credit Card,1863822,16.85,60,49,140491,Salaried,546,West,12,Active,36297.93345
70972,5421,Home,167368,9.27,60,41,65362,Salaried,639,West,5,Active,3048.050227
70973,6216,Credit Card,445622,12.33,12,38,81969,Salaried,413,West,14,Paid,41713.93272
70974,5506,Credit Card,1925970,21.6,36,47,124821,Salaried,665,West,8,Active,65054.98667
70975,5069,Credit Card,3310692,21.25,36,47,197694,Self-Employed,490,South,1,Default,111505.9458
70976,6110,Personal,3292644,18.96,120,29,56102,Self-Employed,776,West,10,Active,32641.07752
70977,5766,Personal,3998678,15.34,120,42,174771,Salaried,323,West,0,Active,38433.96004
70978,6085,Personal,2883988,12.81,24,41,85419,Salaried,402,North,7,Paid,135559.4526
70979,6464,Home,1952010,20.11,60,44,66217,Self-Employed,475,West,7,Active,39075.98685
70980,6326,Personal,3812602,20.45,60,44,99124,Self-Employed,498,South,7,Paid,76537.98515
70981,6097,Home,509653,21.09,60,58,171776,Self-Employed,645,East,9,Paid,10285.64696
70982,6144,Credit Card,1277154,12.22,60,48,161006,Salaried,809,West,5,Paid,23887.03698
70983,5580,Home,3165504,9.07,240,53,149670,Salaried,311,West,20,Active,14385.89672
70984,5365,Auto,3852185,17.19,120,32,130218,Salaried,776,South,7,Default,37619.79668
70985,5636,Credit Card,128170,9.51,60,52,190458,Salaried,465,North,3,Active,2339.316117
70986,6364,Auto,3621845,16.27,24,49,173927,Salaried,700,East,0,Default,175463.2992
70987,5274,Home,2822038,21.03,120,33,134793,Salaried,662,East,0,Paid,28462.60493
70988,5901,Auto,4639634,16.6,36,44,197692,Self-Employed,629,East,17,Paid,150272.5901
70989,6210,Credit Card,349873,19.94,36,55,96639,Salaried,390,North,0,Default,11656.60212
70990,5762,Home,2066332,21.13,12,54,151991,Salaried,848,East,0,Paid,208578.996
70991,5966,Personal,579740,13.04,36,44,51035,Self-Employed,634,North,4,Default,18203.836
70992,6184,Personal,680878,16.84,240,44,36617,Self-Employed,328,East,7,Paid,3314.741063
70993,5776,Credit Card,1748851,12.55,120,55,80328,Salaried,800,North,8,Active,16402.765
70994,5994,Auto,4442637,20.41,24,58,23550,Salaried,427,South,1,Paid,222890.8005
70995,6357,Home,1818241,11.06,240,52,109542,Salaried,866,South,8,Default,8413.910228
70996,5917,Personal,4343712,8.89,12,32,69138,Self-Employed,702,West,12,Paid,394155.6664
70997,6357,Auto,4324420,15.45,240,28,20656,Self-Employed,446,South,13,Active,20802.26204
70998,6409,Auto,4229880,18.16,36,22,130436,Salaried,611,North,15,Active,138834.0613
70999,5913,Home,2281605,20.94,120,24,113953,Self-Employed,308,East,0,Paid,22994.77573
71000,6318,Personal,4969116,20.77,120,58,126453,Salaried,546,North,3,Paid,50010.01161
71001,5832,Credit Card,1972131,13.79,240,26,71753,Self-Employed,875,South,22,Active,9350.366104
71002,6430,Home,503419,21.59,120,40,196450,Self-Employed,556,North,14,Paid,5100.893018
71003,5041,Auto,2634055,8.79,36,42,188167,Self-Employed,492,West,8,Active,79599.67874
71004,5190,Auto,4295314,15.46,60,45,172738,Self-Employed,718,North,7,Default,82656.15907
71005,5992,Credit Card,4496018,12.9,24,43,182864,Self-Employed,874,South,6,Paid,211500.1801
71006,5274,Personal,673798,18.31,120,42,111547,Self-Employed,506,West,7,Paid,6643.086782
71007,6047,Home,2878286,13.18,60,58,131135,Salaried,858,South,1,Active,54294.06825
71008,5637,Personal,1712362,15.53,12,41,106836,Self-Employed,739,North,14,Active,164857.6515
71009,6021,Personal,4385355,13.38,36,35,70646,Salaried,625,South,20,Default,138114.3194
71010,6125,Auto,4234246,10.59,24,30,88693,Salaried,873,West,16,Paid,195110.5271
71011,6375,Home,2444884,18.15,24,35,127304,Salaried,483,South,12,Paid,120359.6019
71012,6200,Auto,2145503,15.51,120,51,36864,Self-Employed,494,South,4,Active,20652.25429
71013,5845,Auto,4879299,21.76,24,49,94969,Salaried,347,South,7,Paid,247543.1026
71014,5588,Auto,1887038,18.5,120,50,114001,Salaried,821,North,6,Default,18634.50025
71015,6439,Personal,1427121,11.19,120,33,189449,Salaried,312,West,11,Active,13223.46533
71016,5246,Personal,454951,19.86,120,58,105322,Self-Employed,581,North,0,Active,4544.202238
71017,5698,Home,2986279,16.71,240,27,147322,Salaried,425,South,7,Paid,14522.02592
71018,5866,Auto,4835861,8.74,120,47,38825,Salaried,353,South,18,Active,43820.96043
71019,5383,Auto,1582863,12.74,36,54,90808,Salaried,705,North,5,Paid,49569.99295
71020,5554,Auto,1723975,19.87,240,58,121460,Salaried,692,East,14,Paid,8610.536802
71021,5502,Personal,4816328,16.9,120,34,156292,Salaried,746,West,0,Paid,46919.06193
71022,6156,Credit Card,4376063,19.77,24,39,104011,Self-Employed,338,East,3,Paid,218383.7773
71023,5881,Auto,4063739,15.07,60,23,45469,Self-Employed,406,East,9,Default,77935.74112
71024,5504,Personal,3012675,12.63,24,47,129129,Salaried,747,North,13,Default,141382.3272
71025,6311,Credit Card,1215292,16.17,12,40,107656,Self-Employed,751,West,2,Paid,117650.393
71026,6492,Personal,577880,16,12,54,27679,Self-Employed,850,East,13,Paid,55861.73333
71027,5823,Credit Card,1333928,11.88,120,38,188609,Salaried,332,North,10,Paid,12436.65539
71028,5550,Auto,1637447,21.11,24,43,54680,Salaried,892,East,3,Default,82629.66924
71029,6022,Credit Card,138707,13.54,120,26,192845,Self-Employed,522,East,3,Active,1312.399398
71030,5532,Home,1357504,14.65,12,35,104490,Self-Employed,694,South,26,Default,129698.1947
71031,5262,Credit Card,1719118,16.39,60,52,45636,Salaried,740,North,4,Paid,33348.024
71032,5489,Auto,556013,21.24,12,38,68769,Salaried,689,South,4,Active,56175.84677
71033,6142,Auto,226081,20.93,36,30,25613,Self-Employed,873,West,16,Paid,7594.437592
71034,6104,Home,3671232,20.04,36,28,67272,Salaried,658,East,10,Paid,122415.1915
71035,5887,Personal,3270940,14.47,24,31,176411,Self-Employed,627,South,19,Paid,156010.2091
71036,5205,Credit Card,4894345,9.18,12,43,169575,Salaried,556,North,17,Paid,445303.8226
71037,5420,Home,3322507,8.28,60,24,92625,Self-Employed,668,South,7,Paid,59960.17633
71038,5860,Auto,4619746,11.15,12,28,159908,Salaried,661,East,7,Paid,427903.9733
71039,6151,Auto,2091325,18.99,240,45,104323,Self-Employed,769,North,5,Paid,10368.61507
71040,6426,Credit Card,1989840,9.16,60,30,32907,Salaried,875,East,0,Default,36201.8224
71041,5664,Credit Card,4006818,12.73,36,44,158500,Self-Employed,384,South,7,Paid,125469.0537
71042,6230,Home,217422,9.37,12,56,161811,Self-Employed,762,East,9,Paid,19816.20345
71043,5993,Credit Card,3557142,20.51,24,38,68658,Self-Employed,792,West,9,Paid,178612.9927
71044,6359,Home,4755169,8.82,60,51,193328,Salaried,471,East,13,Paid,86242.9151
71045,6423,Auto,3791515,19.73,120,27,194663,Self-Employed,424,North,23,Paid,37829.84091
71046,5655,Personal,2746673,13.54,120,52,140707,Self-Employed,578,East,0,Paid,25988.10437
71047,5607,Auto,1411154,19.68,36,24,84847,Salaried,628,West,3,Default,46913.03076
71048,5721,Home,1917132,18.11,24,48,22566,Salaried,487,North,15,Active,94346.85855
71049,5395,Auto,2646554,17.74,240,41,95838,Self-Employed,544,West,4,Paid,12983.55283
71050,6129,Credit Card,3899190,9.48,60,36,108498,Salaried,492,South,3,Paid,71147.2202
71051,5042,Home,1184515,11.58,60,31,48697,Self-Employed,394,East,1,Paid,22028.03062
71052,5766,Personal,2621117,12.14,24,32,111526,Salaried,716,West,20,Paid,122471.6918
71053,5036,Home,334670,15.33,12,29,78164,Self-Employed,501,West,12,Paid,32164.57592
71054,5616,Auto,4667777,21.84,240,26,86412,Salaried,488,West,5,Active,23696.7479
71055,6228,Personal,137123,19.54,120,22,76859,Salaried,671,East,28,Active,1365.973618
71056,5375,Home,2219425,12.29,36,52,50635,Self-Employed,549,North,18,Default,69227.56479
71057,5489,Home,4778458,13.65,240,36,55266,Self-Employed,587,East,5,Paid,22627.98965
71058,6312,Credit Card,4236376,21.55,12,54,54661,Self-Employed,742,East,8,Default,429109.5857
71059,5674,Personal,1965482,17.41,24,52,185527,Self-Employed,349,West,1,Active,96153.01734
71060,6453,Credit Card,4826726,14.89,36,32,50553,Self-Employed,349,South,25,Paid,154039.5973
71061,5024,Home,3858778,8.08,120,25,100060,Salaried,348,North,12,Default,34754.72719
71062,5107,Credit Card,4757774,21.88,36,45,192566,Salaried,542,West,2,Paid,161077.082
71063,6347,Personal,1606132,12.47,36,40,167089,Self-Employed,656,North,18,Paid,50178.24057
71064,5944,Auto,2249587,15.39,240,57,61590,Self-Employed,623,South,11,Paid,10815.82683
71065,6251,Home,3438715,14.38,60,22,170953,Salaried,669,North,17,Paid,65553.37028
71066,5502,Credit Card,3463114,20.34,36,25,193719,Salaried,435,South,9,Active,115764.2052
71067,5288,Home,248219,10.6,120,33,118766,Salaried,656,South,17,Default,2287.751783
71068,5838,Personal,1745167,18.65,24,26,76125,Salaried,653,West,17,Paid,86276.69356
71069,6486,Personal,1048644,13.01,120,44,118017,Self-Employed,548,North,1,Paid,9875.60487
71070,5805,Home,1218288,10.14,60,57,127648,Salaried,556,North,2,Active,22363.70672
71071,5936,Personal,4987363,17.95,60,53,32031,Self-Employed,583,South,6,Paid,98043.24431
71072,5925,Home,3398438,18.23,24,52,96702,Salaried,675,North,12,Paid,167415.552
71073,5088,Home,428998,13.56,60,31,171305,Salaried,695,South,15,Paid,8119.502147
71074,6181,Personal,781631,17.7,240,35,195576,Self-Employed,565,West,7,Default,3833.248696
71075,5191,Home,3033601,10.45,240,39,192349,Self-Employed,835,East,10,Paid,13960.8846
71076,5097,Personal,2993289,12.06,24,47,84576,Salaried,793,South,6,Paid,139761.6522
71077,6066,Home,4863709,9.81,240,37,171417,Salaried,316,North,16,Paid,22253.49522
71078,5181,Auto,734230,20.89,120,33,79819,Salaried,319,South,15,Paid,7396.755392
71079,6031,Auto,2198687,17.11,60,33,153145,Salaried,660,South,22,Default,42914.70576
71080,5510,Personal,1414790,19.93,60,56,170544,Self-Employed,897,South,14,Paid,28279.29412
71081,5504,Auto,3450401,9.62,60,29,172606,Salaried,865,East,2,Active,63038.82627
71082,6222,Auto,4208665,12.9,36,56,22521,Self-Employed,417,West,18,Active,131988.4107
71083,6090,Personal,1503892,17.78,120,42,117001,Salaried,887,North,0,Active,14760.69998
71084,5521,Credit Card,2441420,16.36,36,59,28204,Self-Employed,689,South,10,Default,78912.11978
71085,5660,Home,3604183,10.88,12,56,151653,Salaried,743,North,7,Paid,333026.5092
71086,5243,Personal,2064708,17.82,36,36,182964,Salaried,536,North,11,Paid,67573.3046
71087,6359,Auto,3177944,16.53,12,57,68484,Salaried,835,North,21,Default,308604.8453
71088,6328,Credit Card,1479270,9.2,120,58,101095,Salaried,342,East,9,Active,13461.357
71089,5037,Auto,3454595,16.91,240,32,120716,Self-Employed,555,West,3,Default,16828.19589
71090,5752,Auto,2894583,20.89,120,52,87600,Salaried,620,South,31,Paid,29160.51157
71091,6137,Personal,772468,18.44,120,57,78042,Salaried,511,North,13,Paid,7624.25916
71092,6392,Home,4463998,21.93,60,33,106790,Salaried,578,South,6,Paid,90715.87936
71093,5913,Home,2792875,17.8,12,29,96575,Self-Employed,614,North,0,Paid,274167.2292
71094,5548,Credit Card,1666353,20.86,120,26,176606,Salaried,815,East,7,Paid,16782.95197
71095,5504,Auto,3617767,9.01,240,49,125005,Self-Employed,328,West,10,Paid,16432.19919
71096,5113,Credit Card,346857,14.38,24,25,81440,Self-Employed,331,North,8,Paid,16530.62653
71097,6252,Home,2966970,10.88,240,43,124936,Salaried,374,West,21,Paid,13707.4014
71098,5310,Personal,1927922,11.29,36,36,57243,Salaried,334,South,2,Active,59599.56649
71099,6282,Credit Card,567623,16.64,12,21,22265,Salaried,792,East,3,Paid,55172.9556
71100,6411,Auto,4940746,15.72,120,26,150890,Salaried,518,West,9,Paid,47645.26059
71101,5455,Personal,2235392,9.62,120,55,24796,Self-Employed,873,East,5,Active,20420.30592
71102,6129,Credit Card,1246183,13.4,12,53,146226,Self-Employed,806,East,3,Default,117764.2935
71103,5746,Personal,2592158,12.02,60,48,64299,Salaried,484,North,14,Paid,48395.58986
71104,5513,Personal,621256,15.18,12,56,57937,Self-Employed,827,South,3,Default,59630.22173
71105,5187,Auto,989661,13.9,12,49,169237,Self-Employed,737,East,6,Active,93935.32325
71106,5762,Auto,3503666,19.47,36,27,22894,Self-Employed,433,South,8,Paid,116273.0492
71107,5175,Personal,617401,20.3,12,59,115490,Self-Employed,778,East,15,Active,61894.45025
71108,5355,Auto,4369177,10.49,60,51,123250,Salaried,787,East,13,Paid,80458.39446
71109,6374,Home,4846447,18.65,240,55,101997,Salaried,731,East,6,Active,23959.62236
71110,5741,Personal,1563017,17.96,120,48,119941,Salaried,416,West,2,Paid,15364.45711
71111,5754,Credit Card,1194482,10.4,240,56,30047,Self-Employed,560,South,21,Paid,5494.6172
71112,5393,Credit Card,1041560,19.27,60,30,167189,Self-Employed,626,East,1,Paid,20704.47687
71113,5283,Home,2537519,12.17,60,25,32516,Self-Employed,590,South,10,Paid,47438.91771
71114,5782,Auto,4948029,14.05,240,52,39914,Self-Employed,594,South,7,Paid,23513.44614
71115,5163,Home,1124959,17.08,60,26,39199,Salaried,326,North,5,Paid,21951.69995
71116,5466,Credit Card,4066666,10.1,240,23,111769,Self-Employed,758,West,21,Paid,18655.83028
71117,5584,Personal,2623865,18.42,24,49,54629,Salaried,748,East,16,Default,129465.8722
71118,6032,Home,3202102,20.6,12,34,105283,Self-Employed,399,North,2,Paid,321811.251
71119,6275,Personal,2148619,13.58,24,32,74185,Self-Employed,436,East,10,Paid,101683.3942
71120,6210,Auto,2920712,17.25,24,34,147299,Self-Employed,769,North,3,Paid,142688.9508
71121,5229,Auto,2157923,19.42,12,30,187082,Self-Employed,398,North,10,Paid,214749.3039
71122,5798,Personal,2645207,21.61,60,43,51651,Self-Employed,630,North,0,Paid,53613.93721
71123,6344,Auto,3524255,16.1,12,40,175296,Self-Employed,443,West,3,Paid,340971.6713
71124,6162,Personal,4639079,12.99,24,57,162777,Salaried,623,East,5,Default,218403.9734
71125,5144,Personal,2868870,16.69,36,25,181855,Salaried,387,West,0,Paid,92991.23342
71126,6432,Credit Card,3849788,8.76,12,54,85302,Salaried,648,North,4,Paid,348919.1191
71127,5476,Credit Card,1953158,9.95,60,39,84341,Self-Employed,490,West,16,Paid,35791.62035
71128,6039,Credit Card,4104379,13.61,24,45,179368,Self-Employed,308,North,11,Paid,194291.0409
71129,5203,Auto,1873360,8.47,60,22,121259,Self-Employed,327,South,12,Active,33867.22653
71130,5531,Personal,872495,20.38,36,43,187122,Salaried,441,East,13,Paid,29175.26336
71131,5757,Home,4659504,20.08,36,24,194494,Self-Employed,360,South,5,Paid,155420.3445
71132,5037,Home,2908415,9.79,240,49,158992,Self-Employed,825,North,8,Paid,13304.78679
71133,5300,Credit Card,3133385,15.82,12,51,131665,Self-Employed,357,South,11,Default,302423.8756
71134,6116,Personal,3656527,15.91,240,59,184611,Salaried,759,West,5,Paid,17659.50186
71135,5027,Home,4455014,17.7,12,31,65459,Salaried,617,East,5,Paid,436962.6232
71136,5777,Home,3818234,13.25,12,32,180549,Self-Employed,450,North,29,Default,360345.8338
71137,5142,Home,1704749,9.81,36,39,120780,Salaried,672,East,7,Paid,51999.57991
71138,6129,Personal,1022251,8.64,12,58,167146,Salaried,460,East,11,Default,92547.79053
71139,5207,Credit Card,2612581,11.27,240,34,161997,Salaried,391,North,2,Paid,12112.57866
71140,5054,Credit Card,358630,9.72,240,54,136794,Self-Employed,627,North,5,Paid,1639.536817
71141,6353,Auto,308850,12.29,60,30,25316,Self-Employed,504,North,4,Paid,5780.12775
71142,5626,Auto,2233292,20.06,60,21,196853,Self-Employed,753,East,12,Active,44688.17292
71143,5750,Auto,3191728,17.29,240,28,72168,Salaried,674,East,4,Paid,15598.24071
71144,6012,Home,3141321,11.77,24,41,100133,Self-Employed,615,North,2,Paid,146293.9367
71145,6160,Home,868540,19.1,24,40,96464,Salaried,349,West,13,Default,43101.2975
71146,5743,Personal,1565962,8.09,24,27,73514,Self-Employed,531,North,7,Paid,70527.01358
71147,6297,Personal,1352530,13.94,120,42,82868,Salaried,472,South,6,Active,12842.27235
71148,6443,Credit Card,2892106,14.69,60,30,124487,Self-Employed,475,West,0,Paid,55282.60619
71149,6036,Personal,3915804,21.45,120,43,104197,Self-Employed,629,South,2,Paid,39631.19965
71150,5556,Auto,4482033,13.16,60,34,40384,Salaried,521,West,20,Active,84531.14238
71151,5858,Auto,451376,8.22,36,43,151939,Self-Employed,630,East,6,Paid,13568.86409
71152,5906,Personal,632701,11.71,24,58,41953,Salaried,549,North,1,Paid,29449.5953
71153,5286,Personal,2830879,10.09,24,21,55162,Self-Employed,359,East,20,Active,129854.7788
71154,5486,Credit Card,2949039,11.13,24,33,66632,Salaried,451,North,5,Paid,136552.7934
71155,6265,Home,690290,10.18,240,43,147697,Salaried,788,North,7,Default,3169.006342
71156,6367,Personal,3400403,10.38,24,53,137983,Salaried,652,South,5,Active,156390.2013
71157,5958,Credit Card,2474046,17.22,240,49,196854,Salaried,785,North,16,Paid,12083.653
71158,5972,Credit Card,4613845,21.26,36,39,136688,Self-Employed,857,North,3,Paid,155409.6791
71159,5525,Home,3863237,17.75,12,34,176302,Self-Employed,366,West,5,Active,379080.1306
71160,5808,Home,4690871,21.87,36,23,179664,Self-Employed,866,South,4,Paid,158799.0135
71161,5345,Credit Card,3564348,15.49,240,41,25499,Self-Employed,303,East,19,Active,17151.93961
71162,5464,Credit Card,690616,20.8,24,32,44756,Salaried,659,East,0,Paid,34761.00533
71163,5379,Credit Card,2097754,16.12,12,24,141674,Salaried,699,South,2,Paid,202992.6621
71164,6328,Personal,3831690,9.91,60,21,67079,Salaried,465,West,2,Active,70190.17465
71165,5080,Auto,3937086,15.31,12,50,121928,Salaried,394,West,5,Paid,378321.1556
71166,5080,Credit Card,4874062,16.81,60,51,70770,Salaried,718,West,9,Default,94889.8637
71167,5362,Home,963612,13.23,60,24,100764,Salaried,611,North,14,Active,18184.96446
71168,5075,Auto,506418,21.64,240,56,164122,Salaried,646,West,3,Active,2566.69523
71169,5275,Personal,3756573,13.25,120,25,144896,Salaried,808,West,3,Paid,35452.65769
71170,5866,Home,852384,17.39,60,56,166067,Self-Employed,853,North,5,Default,16676.89296
71171,6485,Credit Card,4278744,20.29,240,29,76071,Self-Employed,889,North,12,Active,21445.42149
71172,6372,Personal,1332034,18.87,120,53,137079,Self-Employed,698,West,1,Active,13194.9068
71173,5286,Home,3730812,18.37,12,31,116700,Salaried,684,South,3,Paid,368013.5137
71174,5428,Credit Card,3071150,9.42,120,39,34498,Self-Employed,326,South,6,Paid,28003.76942
71175,5882,Auto,4547805,19.18,240,43,52049,Self-Employed,565,South,13,Paid,22583.64166
71176,6363,Auto,1732856,20.64,60,36,91124,Salaried,771,North,6,Paid,34841.95797
71177,5233,Auto,1826771,8.6,60,56,32820,Salaried,768,South,2,Paid,33064.5551
71178,6400,Auto,3825969,9.4,12,30,118260,Self-Employed,575,West,7,Paid,348800.8405
71179,6213,Auto,3699802,13.32,60,50,96184,Self-Employed,376,East,9,Paid,69876.92711
71180,6383,Credit Card,926623,9,240,26,62364,Salaried,547,East,3,Paid,4208.412792
71181,5751,Home,4436845,17.52,120,56,85765,Salaried,864,East,14,Active,43451.50203
71182,6193,Home,4426492,12.58,240,56,171600,Salaried,404,West,2,Paid,20763.93622
71183,5284,Personal,994978,18.61,240,54,198808,Salaried,665,East,0,Paid,4917.264191
71184,5588,Auto,4651520,8.47,24,43,143048,Salaried,893,South,2,Default,210229.3227
71185,6392,Credit Card,3544103,17.2,120,49,91924,Salaried,889,East,8,Paid,34614.07263
71186,5517,Home,1594773,8.34,240,43,93925,Self-Employed,768,South,7,Paid,7199.071118
71187,5354,Home,1468959,19.81,36,47,28307,Salaried,428,South,0,Active,48887.77161
71188,6438,Credit Card,572140,16.61,60,24,35203,Self-Employed,594,West,3,Default,11119.5409
71189,5870,Auto,2923498,15.63,240,34,48590,Self-Employed,485,West,5,Paid,14085.16974
71190,5553,Home,4014690,17.98,120,39,152795,Self-Employed,769,South,6,Paid,39471.09385
71191,5102,Home,1605183,20.72,12,50,117998,Self-Employed,666,South,3,Active,161481.4098
